job_id,name,team_id,service_name,region,vcpus,gpu_count,duration_hours,category,started_at,ended_at,workload_type,cost_usd,kgco2e,kgco2e_lower,kgco2e_upper
az-ekGhhm4Uf/FSMaDkZTBGNBMq6gPWbEX85tqPxiAf7US8AA0ZEDGo/6od1eqFO14m,azure-vm-ekGhhm4Uf/FSMaDkZTBGNBMq6gPWbEX85tqPxiAf7US8AA0ZEDGo/6od1eqFO14m,backend-api,deploy-wkeECeoe,eu-north-1,4,0,7.76,balanced,2025-01-02 20:01:56.693679,2025-01-03 03:47:33.160454,batch_analytics,1.583,0.007051,0.005634,0.008468
az-PAcipVf+Ru1yR+/F697hY8O6Fgazb9yTQMZRMDjbhcb7PRrKDetVVI3JoDLeGVK+,azure-vm-PAcipVf+Ru1yR+/F697hY8O6Fgazb9yTQMZRMDjbhcb7PRrKDetVVI3JoDLeGVK+,analytics,deploy-348FhvVc,us-east-1,4,0,91.546,urgent,2025-01-04 04:27:13.711507,2025-01-08 00:00:00.000000,production,17.5768,0.83078,0.747601,0.913757
az-NF9d9eJnCvYHtQJKcMzPZRXXA7Ir0Cx6570ATgq7RqRHR0l4II86pynjTChwtVBd,azure-vm-NF9d9eJnCvYHtQJKcMzPZRXXA7Ir0Cx6570ATgq7RqRHR0l4II86pynjTChwtVBd,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.033,balanced,2025-01-04 03:34:42.982172,2025-01-04 03:36:42.982172,ci_cd,0.0032,0.000148,0.000133,0.000163
az-gfU1AoZ9F6OAwI6v9bZatNCsu985urDTwgoTOklhWEjviQ7beh7Cfv9H5pFGqS+y,azure-vm-gfU1AoZ9F6OAwI6v9bZatNCsu985urDTwgoTOklhWEjviQ7beh7Cfv9H5pFGqS+y,ml-team,deploy-lqQZFKY4,us-west-2,2,0,0.039,balanced,2025-01-05 04:45:53.970827,2025-01-05 04:48:14.003242,ci_cd,0.0037,2.1e-05,1.9e-05,2.3e-05
az-Rqxvyvn6ahyAWbwc9O1eQ1kR88HWSa63S6M6C84IIdH+5w69t4xKYWD404q/y/rX,azure-vm-Rqxvyvn6ahyAWbwc9O1eQ1kR88HWSa63S6M6C84IIdH+5w69t4xKYWD404q/y/rX,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.033,balanced,2025-01-03 11:54:09.918963,2025-01-03 11:56:09.918963,ci_cd,0.0032,0.000154,0.000139,0.00017
az-sa9k6gZmqe/iM5oUQWP8ppB8+TKKEznFuWt15AmJjSmjTPc9ceZYVZ/0NGgtg3xl,azure-vm-sa9k6gZmqe/iM5oUQWP8ppB8+TKKEznFuWt15AmJjSmjTPc9ceZYVZ/0NGgtg3xl,analytics,deploy-ZFCk80sI,us-east-1,4,0,0.039,balanced,2025-01-06 02:41:02.236629,2025-01-06 02:43:22.269044,ci_cd,0.0075,0.000361,0.000325,0.000397
az-SAsDasObVQ6Rvp25AdRqY1NG6WIL86M8CIQD150GAFQi/Sk/ZUxl5lYZMoSwpHtC,azure-vm-SAsDasObVQ6Rvp25AdRqY1NG6WIL86M8CIQD150GAFQi/Sk/ZUxl5lYZMoSwpHtC,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.389,balanced,2025-01-02 13:19:21.102107,2025-01-02 13:42:41.426256,ci_cd,0.0373,0.001792,0.001613,0.001972
az-lEQfLK9OcFhMSOsonuBAJmNEVoHw6ZLfOqq6Q+RldZtoxvUzlYfKNb5R9SKCVSgV,azure-vm-lEQfLK9OcFhMSOsonuBAJmNEVoHw6ZLfOqq6Q+RldZtoxvUzlYfKNb5R9SKCVSgV,eu-backend,deploy-/M/NNfrx,us-west-2,4,0,0.033,balanced,2025-01-07 08:36:57.179903,2025-01-07 08:38:57.179903,ci_cd,0.0063,2.8e-05,2.5e-05,3.1e-05
az-uylxXe5mSeLUWN0l33Q9TWsFy+RlHoFNiWk1dtlinkdO8HeoIzHGBHL1PrLxttJL,azure-vm-uylxXe5mSeLUWN0l33Q9TWsFy+RlHoFNiWk1dtlinkdO8HeoIzHGBHL1PrLxttJL,ml-team,deploy-OJhES400,ap-south-1,4,0,0.117,balanced,2025-01-07 06:20:25.283630,2025-01-07 06:27:25.380875,ci_cd,0.022,0.001729,0.001556,0.001902
az-1SSRv8fsJkzRnfluk0SL+JpiKyAOy5HkQtC9KZ+c+sNo4Pq91fMkvsrR6WqFf9FS,azure-vm-1SSRv8fsJkzRnfluk0SL+JpiKyAOy5HkQtC9KZ+c+sNo4Pq91fMkvsrR6WqFf9FS,devops,deploy-/PsKI1fi,us-east-1,2,0,0.078,balanced,2025-01-07 19:53:46.580227,2025-01-07 19:58:26.645057,ci_cd,0.0075,0.000359,0.000323,0.000395
az-LZIdQUZwwF7MzdTU1ehXLZjVMXkSvE6CxqErc+teUBr0rWSYn3qJ0hE0qkfXXvWa,azure-vm-LZIdQUZwwF7MzdTU1ehXLZjVMXkSvE6CxqErc+teUBr0rWSYn3qJ0hE0qkfXXvWa,data-eng,deploy-Q0BYKm5m,us-west-2,2,0,0.117,balanced,2025-01-04 14:11:51.831442,2025-01-04 14:18:51.928687,ci_cd,0.0112,7.5e-05,6.7e-05,8.2e-05
az-OhjAvB4PzyL2VxQKfPcaSkx8WBPz9NsIpgwYy5MyX7fV6Cs/+KdiNcbCC8TBwMZb,azure-vm-OhjAvB4PzyL2VxQKfPcaSkx8WBPz9NsIpgwYy5MyX7fV6Cs/+KdiNcbCC8TBwMZb,data-eng,deploy-of7UeafS,eu-north-1,4,0,0.914,balanced,2025-01-03 01:55:31.604538,2025-01-03 02:50:22.366288,dev_test,0.1865,0.000728,0.000583,0.000873
az-vyYJEv5XsizH2HzvlCfsmPN3C7fJSjJo2DK+jFcyO2mVceHw3UocIdSeF0BTGTm0,azure-vm-vyYJEv5XsizH2HzvlCfsmPN3C7fJSjJo2DK+jFcyO2mVceHw3UocIdSeF0BTGTm0,backend-api,deploy-5aAX9ffx,us-west-2,2,0,0.039,balanced,2025-01-04 20:57:57.471637,2025-01-04 21:00:17.504052,ci_cd,0.0037,1.3e-05,1.2e-05,1.5e-05
az-3z7yhcYmeA/KHFJlZA8ZtXrUQrIBt2gkRmQT8b2MQ5SznM8gZVCkXSGEEWqljIPu,azure-vm-3z7yhcYmeA/KHFJlZA8ZtXrUQrIBt2gkRmQT8b2MQ5SznM8gZVCkXSGEEWqljIPu,eu-backend,deploy-uYvK2XjS,eu-north-1,8,0,0.194,balanced,2025-01-07 00:21:00.291734,2025-01-07 00:32:40.453809,ci_cd,0.0792,0.000261,0.000209,0.000314
az-aoWmmOkFIF/Q6XGYK2uKTOfp/WcTbfji4kXfoQLZ3n4mFGhRoLudDyvA1CuNVv1f,azure-vm-aoWmmOkFIF/Q6XGYK2uKTOfp/WcTbfji4kXfoQLZ3n4mFGhRoLudDyvA1CuNVv1f,data-eng,deploy-op3wiPCr,eu-north-1,2,0,0.136,balanced,2025-01-05 06:48:25.672609,2025-01-05 06:56:35.786061,ci_cd,0.0139,3.9e-05,3.1e-05,4.6e-05
az-9mjtXQnJDoNKyjEeJfgZHdcFkWFno45HHnsRW1e+wflrudp4v4yRkI3vjOVYBMes,azure-vm-9mjtXQnJDoNKyjEeJfgZHdcFkWFno45HHnsRW1e+wflrudp4v4yRkI3vjOVYBMes,platform,deploy-zRkZ3zlb,eu-west-1,2,0,0.039,balanced,2025-01-02 00:49:00.680713,2025-01-02 00:51:20.713128,ci_cd,0.0042,0.000126,0.000101,0.000151
az-/X71taeaUWKnYqibPLbU6AcbdxGzHBbA2OxnOvDcKzVx14ORorfoRY5wqACVu6aB,azure-vm-/X71taeaUWKnYqibPLbU6AcbdxGzHBbA2OxnOvDcKzVx14ORorfoRY5wqACVu6aB,eu-backend,deploy-lJ0w8IeF,ap-south-1,4,0,0.039,balanced,2025-01-05 20:04:16.726094,2025-01-05 20:06:36.758509,ci_cd,0.0073,0.000605,0.000544,0.000665
az-igv3FxWPCv0rUz6bhtnZ1dQZMCiGFoyvhKe2RxtWxnv1tAOnmUpfmdGJRrbGyFx2,azure-vm-igv3FxWPCv0rUz6bhtnZ1dQZMCiGFoyvhKe2RxtWxnv1tAOnmUpfmdGJRrbGyFx2,analytics,deploy-zhl/kozs,us-east-1,24,0,0.136,balanced,2025-01-04 04:44:43.954619,2025-01-04 04:52:54.068071,ci_cd,0.1567,0.007405,0.006664,0.008145
az-XmjRW1djRbf8vDH7eWr6ddqkfVrCY8+oMYJPjOkBMEKWH0sPxkADHpwGC6ZuNw9G,azure-vm-XmjRW1djRbf8vDH7eWr6ddqkfVrCY8+oMYJPjOkBMEKWH0sPxkADHpwGC6ZuNw9G,devops,deploy-LRtAA5IV,ap-south-1,24,0,1.867,balanced,2025-01-05 01:54:21.588331,2025-01-05 03:46:23.144247,dev_test,2.106,0.155703,0.140128,0.171254
az-efAjtrZ+dB/BMcBxOMsniN90SQRu0u1g17R0x5+w+UiWYqzfP5x7aofQ1eswhXQa,azure-vm-efAjtrZ+dB/BMcBxOMsniN90SQRu0u1g17R0x5+w+UiWYqzfP5x7aofQ1eswhXQa,devops,deploy-hTLZHkiF,us-east-1,2,0,0.486,balanced,2025-01-03 20:15:56.888169,2025-01-03 20:45:07.293355,ci_cd,0.0467,0.002221,0.001999,0.002443
az-3+M1+ZCHM1udgzYZ1LwGNU2seXQOdeB3B2PULJS3ERGFSDgkiB2xXPhAPqvRe+Mv,azure-vm-3+M1+ZCHM1udgzYZ1LwGNU2seXQOdeB3B2PULJS3ERGFSDgkiB2xXPhAPqvRe+Mv,devops,deploy-+HREXMVf,us-west-2,4,0,0.039,balanced,2025-01-01 17:25:34.521880,2025-01-01 17:27:54.554295,ci_cd,0.0075,2.7e-05,2.4e-05,3e-05
az-Gg3qu79p+CNV33IndNc84Y2+Jkwhsr3iFo4nyT2LcLmleyGWhg4cTlp4u3MiIY3H,azure-vm-Gg3qu79p+CNV33IndNc84Y2+Jkwhsr3iFo4nyT2LcLmleyGWhg4cTlp4u3MiIY3H,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.058,balanced,2025-01-01 04:56:24.116694,2025-01-01 04:59:54.165316,ci_cd,0.0056,0.000272,0.000245,0.000299
az-7QGIeSEF87YsJDcolMNF/t8mWIfsTEWJpeX99FDwfpHIhkyPJfX8yq+u28qZnuXD,azure-vm-7QGIeSEF87YsJDcolMNF/t8mWIfsTEWJpeX99FDwfpHIhkyPJfX8yq+u28qZnuXD,mobile,deploy-t9UC3N+/,eu-west-1,2,0,168.0,sustainable,2025-01-01 00:00:00.000000,2025-01-08 00:00:00.000000,batch_analytics,17.976,0.493046,0.394363,0.591545
az-oYGTSXJZ4Z4JrBmR7wcNGdBaWIdDgXTaJy2KYCS3Z857NXB48EeeZ+xNRX+O7eD1,azure-vm-oYGTSXJZ4Z4JrBmR7wcNGdBaWIdDgXTaJy2KYCS3Z857NXB48EeeZ+xNRX+O7eD1,ml-team,deploy-OJhES400,ap-south-1,4,0,0.156,balanced,2025-01-03 17:06:54.262561,2025-01-03 17:16:14.392221,ci_cd,0.0293,0.002578,0.00232,0.002836
az-dPRSoillB9nyaAlR9FwFd7G4TF9+KgkX67ztP367fwJfdKZR8hJ5wWl0FDJeMmoD,azure-vm-dPRSoillB9nyaAlR9FwFd7G4TF9+KgkX67ztP367fwJfdKZR8hJ5wWl0FDJeMmoD,mobile,deploy-OcMVHP5H,us-west-2,2,0,56.421,urgent,2025-01-05 15:34:42.982172,2025-01-08 00:00:00.000000,production,5.4164,0.035997,0.032397,0.039596
az-CWkHR39QuSg57QkV3uxuIeDo69p4+D7784LXnbCDKlezhh7I4JbvgRHlOUG1NgXu,azure-vm-CWkHR39QuSg57QkV3uxuIeDo69p4+D7784LXnbCDKlezhh7I4JbvgRHlOUG1NgXu,platform,deploy-q1rg5UEn,us-east-1,4,0,9.549,balanced,2025-01-04 06:09:55.137763,2025-01-04 15:42:53.095624,batch_analytics,1.8334,0.088989,0.080103,0.097896
az-Bn0cdcfyVNifXbBSF9c2inbREQsIhzzc51+LJaA9Z1kKFhWvmCmjO+baBggCGlKP,azure-vm-Bn0cdcfyVNifXbBSF9c2inbREQsIhzzc51+LJaA9Z1kKFhWvmCmjO+baBggCGlKP,analytics,deploy-mNAttgLv,ap-south-1,2,0,168.0,sustainable,2025-01-01 00:00:00.000000,2025-01-08 00:00:00.000000,batch_analytics,15.792,1.224854,1.102332,1.347377
az-WP8m9SHs3Pk0LCfE8CNHP1CtKvyMPXUVu+YfNZvAmeETCIgXKDtGK+WISYiP6z3h,azure-vm-WP8m9SHs3Pk0LCfE8CNHP1CtKvyMPXUVu+YfNZvAmeETCIgXKDtGK+WISYiP6z3h,eu-frontend,deploy-iXMOsQdt,us-east-1,2,0,168.0,sustainable,2025-01-01 00:00:00.000000,2025-01-08 00:00:00.000000,batch_analytics,16.128,0.754723,0.679325,0.830306
az-938NAenhKKFt7M0OGusKPu03qYJAbW35j92S4jWquIDf7IovX8tt4YMjfjGjoc2e,azure-vm-938NAenhKKFt7M0OGusKPu03qYJAbW35j92S4jWquIDf7IovX8tt4YMjfjGjoc2e,ml-team,deploy-6IPETzEO,ap-south-1,4,0,0.136,balanced,2025-01-07 06:53:05.737439,2025-01-07 07:01:15.850891,ci_cd,0.0256,0.00201,0.001809,0.002211
az-DMMYR+yUeQst6wHnjl2AcHNQpGEwaVKGy1h3+zX3DeujbWHKhgbDuDeCY0Vc0xFV,azure-vm-DMMYR+yUeQst6wHnjl2AcHNQpGEwaVKGy1h3+zX3DeujbWHKhgbDuDeCY0Vc0xFV,devops,deploy-kE1RVPtN,us-west-2,2,0,37.206,sustainable,2025-01-06 10:47:38.995138,2025-01-08 00:00:00.000000,batch_analytics,3.5718,0.016903,0.015225,0.018581
az-YQrSbD7HfpdFcFtJzDlstho+bPnqL4XUtpgI90GnDnMDuFoYqHE2q58WjIrRXB++,azure-vm-YQrSbD7HfpdFcFtJzDlstho+bPnqL4XUtpgI90GnDnMDuFoYqHE2q58WjIrRXB++,mobile,deploy-FHqTsXna,ap-south-1,2,0,0.039,balanced,2025-01-06 04:08:33.452188,2025-01-06 04:10:53.484603,ci_cd,0.0037,0.000289,0.00026,0.000318
az-hrtgypIBrAI0+YKFu2OpLhhDicp54M3KdQJUHpgrCBVde6iv11sk3fznYcP47O0h,azure-vm-hrtgypIBrAI0+YKFu2OpLhhDicp54M3KdQJUHpgrCBVde6iv11sk3fznYcP47O0h,eu-backend,deploy-AwyAvR4F,us-east-1,2,0,0.039,balanced,2025-01-05 03:13:42.690438,2025-01-05 03:16:02.722853,ci_cd,0.0037,0.00018,0.000162,0.000198
az-lOY4ZTugkJ0HQWWJ76t9OtHqxr2gssT3QZuSmkq4KykApPLbQPAd5VryPH256HjR,azure-vm-lOY4ZTugkJ0HQWWJ76t9OtHqxr2gssT3QZuSmkq4KykApPLbQPAd5VryPH256HjR,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.039,balanced,2025-01-01 10:28:58.735818,2025-01-01 10:31:18.768233,ci_cd,0.0037,0.000184,0.000166,0.000202
az-EGF5vyAV3zdUGLgMbnUr6LFP7/X/hJ3AJZt8c1EQBTAkw3gxe6sMvjRtd6d47tJ1,azure-vm-EGF5vyAV3zdUGLgMbnUr6LFP7/X/hJ3AJZt8c1EQBTAkw3gxe6sMvjRtd6d47tJ1,eu-backend,deploy-rovxYBrv,us-west-2,2,0,0.7,balanced,2025-01-03 14:06:01.750405,2025-01-03 14:48:02.333873,dev_test,0.0672,0.00044,0.000397,0.000485
az-Rwmw34bisssOz7cHHzDqvXSMaiVsPkBeYLKY8c2TwSe9UoIat9WaRFAHK8iqY+y0,azure-vm-Rwmw34bisssOz7cHHzDqvXSMaiVsPkBeYLKY8c2TwSe9UoIat9WaRFAHK8iqY+y0,eu-backend,deploy-UvJI8PhI,us-west-2,2,0,0.039,balanced,2025-01-01 19:30:26.256078,2025-01-01 19:32:46.288493,ci_cd,0.0037,1.5e-05,1.3e-05,1.6e-05
az-eFORjRq2cZ9RsS2/HjLpO/7DTLyMXqstVSqMTX9aPLeQhb6J26Jm27jbu3WtVKzn,azure-vm-eFORjRq2cZ9RsS2/HjLpO/7DTLyMXqstVSqMTX9aPLeQhb6J26Jm27jbu3WtVKzn,ml-team,deploy-qMDobkS6,eu-west-1,2,0,0.078,balanced,2025-01-06 17:11:34.327391,2025-01-06 17:16:14.392221,ci_cd,0.0083,0.00035,0.00028,0.00042
az-jq+hp7nE+HRxmEZBCAOSwh6mPzxegVukC1mB19+ACbul4e4+HhHyCJUUtEbSu9HR,azure-vm-jq+hp7nE+HRxmEZBCAOSwh6mPzxegVukC1mB19+ACbul4e4+HhHyCJUUtEbSu9HR,mobile,deploy-/22oua4Z,us-east-1,2,0,0.039,balanced,2025-01-01 20:40:27.228525,2025-01-01 20:42:47.260940,ci_cd,0.0037,0.000178,0.00016,0.000195
az-SR6Ft0+Pdm5yOl5YxBrpwYG2J65B8tXb1KltQ0sDa9qM0d5qrfdrz93jBziK6TKm,azure-vm-SR6Ft0+Pdm5yOl5YxBrpwYG2J65B8tXb1KltQ0sDa9qM0d5qrfdrz93jBziK6TKm,analytics,deploy-ubEv6OCa,us-east-1,4,0,0.389,balanced,2025-01-05 07:45:36.466775,2025-01-05 08:08:56.790924,ci_cd,0.0747,0.003625,0.003263,0.003988
az-Kl9MMGMCvyaiFxnzzaMmn1KIEk9WVkkS0fDj0+tlBBMyx42XDpc6s+S7rJSEhDel,azure-vm-Kl9MMGMCvyaiFxnzzaMmn1KIEk9WVkkS0fDj0+tlBBMyx42XDpc6s+S7rJSEhDel,eu-frontend,deploy-Ssk+Vwc6,us-west-2,4,0,0.117,balanced,2025-01-02 14:07:11.766613,2025-01-02 14:14:11.863858,ci_cd,0.0225,0.000138,0.000124,0.000152
az-vGFiIzh4XSYcnx6Zpcn+XMNc61KlAVLlMAvLSNn7PiFFg5895cS7sVhovbrU1fbI,azure-vm-vGFiIzh4XSYcnx6Zpcn+XMNc61KlAVLlMAvLSNn7PiFFg5895cS7sVhovbrU1fbI,eu-backend,deploy-UvJI8PhI,us-west-2,4,0,0.097,balanced,2025-01-04 00:56:00.777958,2025-01-04 01:01:50.858995,ci_cd,0.0186,8e-05,7.2e-05,8.7e-05
az-q1uGwMeYCm+ZNcxGZciucnbQu0cRz0WkEF5QirAjn7fwc5aLpbW4yPIzFuEuFlOM,azure-vm-q1uGwMeYCm+ZNcxGZciucnbQu0cRz0WkEF5QirAjn7fwc5aLpbW4yPIzFuEuFlOM,backend-api,deploy-YKVntIyt,eu-west-1,2,0,41.348,sustainable,2025-01-01 00:00:00.000000,2025-01-02 17:20:54.457050,batch_analytics,4.4242,0.121348,0.09706,0.14559
az-qkfSpwnxw/lgoWsnI3UzqK6j3xbf6ueRrU+8+MHNekeNcjIu60g1EIEAcfN9CaSd,azure-vm-qkfSpwnxw/lgoWsnI3UzqK6j3xbf6ueRrU+8+MHNekeNcjIu60g1EIEAcfN9CaSd,mobile,deploy-BqEo0lV/,eu-north-1,24,0,0.078,balanced,2025-01-04 00:07:00.097245,2025-01-04 00:11:40.162075,ci_cd,0.0955,0.000366,0.000292,0.000439
az-A3R4maXiJaEBa9yeEeMaozVwjkCEWGuDD5paJTU0p2P199NA8RoB2JzA7iSOHZDe,azure-vm-A3R4maXiJaEBa9yeEeMaozVwjkCEWGuDD5paJTU0p2P199NA8RoB2JzA7iSOHZDe,devops,deploy-sB0KxCqf,us-east-1,4,0,0.467,balanced,2025-01-03 05:36:04.667747,2025-01-03 06:04:05.056726,ci_cd,0.0897,0.004352,0.003917,0.004788
az-w/LaQ+/V/WwVbOF32bZLcysBOUFyOpg8NMO8ZCrNsnZEycZ/SIY72kLQEIp6Rj2+,azure-vm-w/LaQ+/V/WwVbOF32bZLcysBOUFyOpg8NMO8ZCrNsnZEycZ/SIY72kLQEIp6Rj2+,analytics,deploy-k2nh5l37,us-west-2,4,0,0.156,balanced,2025-01-02 16:24:53.679092,2025-01-02 16:34:13.808752,ci_cd,0.03,0.000109,9.8e-05,0.000119
az-ZgxmbKg/skPf7sinawSOoTbr1Fgxc6VqHwhWgHc7qJDDpBL5vcV+Jyibd0k/s3xl,azure-vm-ZgxmbKg/skPf7sinawSOoTbr1Fgxc6VqHwhWgHc7qJDDpBL5vcV+Jyibd0k/s3xl,mobile,deploy-/22oua4Z,us-east-1,4,0,0.078,balanced,2025-01-07 19:21:06.126418,2025-01-07 19:25:46.191248,ci_cd,0.015,0.000718,0.000647,0.00079
az-mngIHCZHdog2wnbDq/RNduats0n3e3CRlFBs7lcW06bQsLnuCjSNgMM1n7wLi4Bk,azure-vm-mngIHCZHdog2wnbDq/RNduats0n3e3CRlFBs7lcW06bQsLnuCjSNgMM1n7wLi4Bk,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.033,balanced,2025-01-02 06:15:45.218801,2025-01-02 06:17:45.218801,ci_cd,0.0032,0.000138,0.000124,0.000151
az-oK/rwb/LrrdYp6qKBq8tz9Wopqe/K7g+gZtP/UuzfFFTbdP96hYxy7eYJdpMi6c6,azure-vm-oK/rwb/LrrdYp6qKBq8tz9Wopqe/K7g+gZtP/UuzfFFTbdP96hYxy7eYJdpMi6c6,ml-team,deploy-b5baHiNA,eu-north-1,4,0,0.097,balanced,2025-01-02 09:04:57.568882,2025-01-02 09:10:47.649919,ci_cd,0.0198,6.7e-05,5.4e-05,8e-05
az-YSvSNVatsOp93Gc4JipItagtYaoWnNunAyarAhsfbNEyysbEztQ/0qXiL3XBF/ms,azure-vm-YSvSNVatsOp93Gc4JipItagtYaoWnNunAyarAhsfbNEyysbEztQ/0qXiL3XBF/ms,platform,deploy-p5hFqnjL,us-east-1,2,0,0.033,balanced,2025-01-02 23:31:59.611021,2025-01-02 23:33:59.611021,ci_cd,0.0032,0.000153,0.000137,0.000168
az-5WPPzNmeN7Gah4xAyB2JkKuLBTpzIGmHohWBt/gnAqxb5wP8qEGV0HkzOpQ7rqgM,azure-vm-5WPPzNmeN7Gah4xAyB2JkKuLBTpzIGmHohWBt/gnAqxb5wP8qEGV0HkzOpQ7rqgM,devops,deploy-sB0KxCqf,us-east-1,4,0,0.175,balanced,2025-01-05 20:07:46.774716,2025-01-05 20:18:16.920583,ci_cd,0.0336,0.001617,0.001455,0.001779
az-YzcFHjd5JPNlQYzEVyHQnWjQosVvPVppDrVJrEkpJ/jzSmeykfPixT8jw+9UfNmf,azure-vm-YzcFHjd5JPNlQYzEVyHQnWjQosVvPVppDrVJrEkpJ/jzSmeykfPixT8jw+9UfNmf,ml-team,deploy-ljURZFmr,us-west-2,2,0,0.175,balanced,2025-01-05 08:39:17.212318,2025-01-05 08:49:47.358185,ci_cd,0.0168,7.7e-05,6.9e-05,8.5e-05
az-Xg5yzpEluU7uvqui6QxgnZSoL5zzt8ahBWez/40Z81fDZYCIxhSJCJpzFWN3x/dS,azure-vm-Xg5yzpEluU7uvqui6QxgnZSoL5zzt8ahBWez/40Z81fDZYCIxhSJCJpzFWN3x/dS,ml-team,deploy-tkbD3FXD,eu-west-1,2,0,0.233,balanced,2025-01-07 03:31:12.933549,2025-01-07 03:45:13.128038,ci_cd,0.0249,0.000668,0.000535,0.000802
az-wV1xbKAfpRkeISPDIO6H4IbVzoJfXGsdCyXCDrQQxBONOepKkXsG+VRD2IU4PKG0,azure-vm-wV1xbKAfpRkeISPDIO6H4IbVzoJfXGsdCyXCDrQQxBONOepKkXsG+VRD2IU4PKG0,eu-frontend,deploy-Ssk+Vwc6,us-west-2,4,0,0.136,balanced,2025-01-01 15:35:52.998379,2025-01-01 15:44:03.111831,ci_cd,0.0261,9.5e-05,8.5e-05,0.000104
az-vYc7dLRPQSmIS6fxhgOBT82td29BvVenaHsml0CvsuA4bMOSrTa/I4DlMTx6qBpA,azure-vm-vYc7dLRPQSmIS6fxhgOBT82td29BvVenaHsml0CvsuA4bMOSrTa/I4DlMTx6qBpA,analytics,deploy-ZFCk80sI,us-east-1,4,0,0.039,balanced,2025-01-07 15:00:52.512156,2025-01-07 15:03:12.544571,ci_cd,0.0075,0.000365,0.000328,0.000401
az-bCzAGv3XfMjpshQHT9PK9TV88eBNc1skBjivPMQ7usXgpcpPhm8q/OIroQSitb01,azure-vm-bCzAGv3XfMjpshQHT9PK9TV88eBNc1skBjivPMQ7usXgpcpPhm8q/OIroQSitb01,mobile,deploy-94mHbvWW,us-east-1,2,0,1.887,balanced,2025-01-04 15:52:13.225284,2025-01-04 17:45:24.797407,dev_test,0.1812,0.008695,0.007825,0.009565
az-NfH7nhK6siYTnZseSRDkIisbUClAuv8uu0FUFi4eUpYGU9qoZXLS9bkXZSdxurZe,azure-vm-NfH7nhK6siYTnZseSRDkIisbUClAuv8uu0FUFi4eUpYGU9qoZXLS9bkXZSdxurZe,eu-frontend,deploy-BwmZxqMI,eu-west-1,4,0,0.033,balanced,2025-01-02 07:08:15.948136,2025-01-02 07:10:15.948136,ci_cd,0.0071,0.000118,9.5e-05,0.000142
az-FIqFoBoKC8fWw18UKBfyILZPUv2PcdzOQ/bhCITVaKlIef53SOa0UzgutOIrC/0j,azure-vm-FIqFoBoKC8fWw18UKBfyILZPUv2PcdzOQ/bhCITVaKlIef53SOa0UzgutOIrC/0j,eu-frontend,deploy-UMMlBKjR,ap-south-1,8,0,33.802,balanced,2025-01-06 14:11:51.831442,2025-01-08 00:00:00.000000,batch_analytics,12.7096,1.07174,0.964506,1.178824
az-TGj9UBJd+obe4TRTsnJqFXtmYbGK6Y2emobRS8t04B/YdPVfRHIIwfK+G+GfCOH4,azure-vm-TGj9UBJd+obe4TRTsnJqFXtmYbGK6Y2emobRS8t04B/YdPVfRHIIwfK+G+GfCOH4,data-eng,deploy-/PiHjzPz,ap-south-1,4,0,3.52,balanced,2025-01-04 01:56:41.620746,2025-01-04 05:27:54.554295,dev_test,0.6618,0.051234,0.046116,0.056361
az-+toSrSeKruYjYTBF83SmOo9fWnnKXkLLBJIln9VEPQr/g8EimBFc1FNooZHSbHfg,azure-vm-+toSrSeKruYjYTBF83SmOo9fWnnKXkLLBJIln9VEPQr/g8EimBFc1FNooZHSbHfg,frontend,deploy-vE2K1xAd,us-west-2,2,0,0.058,balanced,2025-01-06 16:34:13.808752,2025-01-06 16:37:43.857374,ci_cd,0.0056,3.7e-05,3.3e-05,4.1e-05
az-/30ZLodywgVV9IyWW0QrgkzJAZ+l4ewiBp8mKC2K3t1SVWovMPB+8ehrWpwY63qH,azure-vm-/30ZLodywgVV9IyWW0QrgkzJAZ+l4ewiBp8mKC2K3t1SVWovMPB+8ehrWpwY63qH,mobile,deploy-UZT5jnaE,us-west-2,2,0,0.953,balanced,2025-01-03 05:45:24.797407,2025-01-03 06:42:35.591572,dev_test,0.0915,0.000413,0.000371,0.000454
az-Onnjazm38my7vqaZthUXJohzFmxiFDj6Ow9y0+iFXK5/J979UJvnRg3Lm7FIIECM,azure-vm-Onnjazm38my7vqaZthUXJohzFmxiFDj6Ow9y0+iFXK5/J979UJvnRg3Lm7FIIECM,eu-frontend,deploy-b763qN0S,us-west-2,2,0,0.033,balanced,2025-01-01 09:39:58.055105,2025-01-01 09:41:58.055105,ci_cd,0.0032,2.1e-05,1.9e-05,2.3e-05
az-usa3Wh8LdMIWsSILDzNoBMHqwE5MFOw3yu3+h2zwL10w3fo91O8V7yf2lh2HicbZ,azure-vm-usa3Wh8LdMIWsSILDzNoBMHqwE5MFOw3yu3+h2zwL10w3fo91O8V7yf2lh2HicbZ,eu-frontend,deploy-BwmZxqMI,eu-west-1,4,0,0.033,balanced,2025-01-03 23:13:19.351702,2025-01-03 23:15:19.351702,ci_cd,0.0071,0.000267,0.000214,0.000321
