verification_id,recommendation_id,counterfactual_kgco2e,actual_kgco2e,verified_savings_kgco2e,ci_lower,ci_upper,sla_compliant,verification_status,evidence_chain_steps,verified_at
fa5b475b,b8e62cf9,0.000883,0.00043,0.000452,0.00019,0.000715,True,confirmed,7,2026-04-30 11:56:53.974669
80b4b906,01e7d709,0.000126,9.5e-05,3.1e-05,-1.3e-05,7.6e-05,True,partial,7,2026-04-30 11:56:53.976590
95816ea2,6180ef13,0.007863,0.006856,0.001007,-0.001936,0.003951,True,partial,7,2026-04-30 11:56:53.978240
bf7ed38c,27605dae,0.04215,0.032623,0.009527,-0.005425,0.02449,True,partial,7,2026-04-30 11:56:53.984748
c713911a,c14a3d1b,1.509446,0.113467,1.395979,1.233725,1.558603,True,confirmed,7,2026-04-30 11:56:53.986907
31b1e73f,a18e9010,0.00066,0.000505,0.000155,-7.7e-05,0.000388,True,partial,7,2026-04-30 11:56:53.988871
28bc7d94,e53f3286,0.008792,0.007585,0.001207,-0.002069,0.004479,True,partial,7,2026-04-30 11:56:53.991772
ec764364,1bfc7227,0.048668,0.042282,0.006386,-0.002707,0.01548,True,partial,7,2026-04-30 11:56:53.994453
4bbe389a,62088181,0.009501,0.000696,0.008805,0.007784,0.009826,True,confirmed,7,2026-04-30 11:56:53.996483
5144d8d1,38934c6b,0.119752,0.044525,0.075226,0.042371,0.108082,True,confirmed,7,2026-04-30 11:56:53.998425
bba7cbb8,848f83b4,0.754723,0.056734,0.69799,0.616862,0.779302,True,confirmed,7,2026-04-30 11:56:54.000392
8e095441,90d9fd3f,0.005418,0.000529,0.004889,0.004294,0.005484,True,confirmed,7,2026-04-30 11:56:54.002534
975977b1,52e632f4,0.000317,0.000171,0.000146,4.9e-05,0.000244,True,confirmed,7,2026-04-30 11:56:54.005113
ca3ce9bb,06c7bdb2,0.00753,0.000883,0.006647,0.004962,0.008327,True,confirmed,7,2026-04-30 11:56:54.007104
cfad06de,0fd162ed,0.005532,0.002969,0.002563,0.001712,0.003424,True,confirmed,7,2026-04-30 11:56:54.009180
cf1eee52,e7226ac7,0.000521,0.000407,0.000115,-7.1e-05,0.0003,True,partial,7,2026-04-30 11:56:54.013905
8a197a1e,a5bfa055,0.001106,0.000645,0.000461,0.000286,0.000638,True,confirmed,7,2026-04-30 11:56:54.016702
efa08a6b,b6c21642,7.3e-05,3.9e-05,3.4e-05,2.3e-05,4.5e-05,True,confirmed,7,2026-04-30 11:56:54.023403
79b3707e,eb69232b,0.493046,0.183322,0.309725,0.174451,0.444998,True,confirmed,7,2026-04-30 11:56:54.027852
12eec6ed,a9e19a44,0.754723,0.056734,0.69799,0.616862,0.779302,True,confirmed,7,2026-04-30 11:56:54.030720
98a886dd,4a725e59,0.000976,0.000807,0.000169,-9e-06,0.000347,True,partial,7,2026-04-30 11:56:54.037172
6306522f,73e3cd50,0.001069,0.000901,0.000168,-0.000119,0.000455,True,partial,7,2026-04-30 11:56:54.039475
c492745a,e5a0cb57,0.754723,0.056734,0.69799,0.616862,0.779302,True,confirmed,7,2026-04-30 11:56:54.041679
fbe8590f,1b25b7a3,0.00011,5.9e-05,5.1e-05,3.4e-05,6.8e-05,True,confirmed,7,2026-04-30 11:56:54.046117
9feb0b97,133efba1,0.018437,0.001724,0.016713,0.014695,0.018726,True,confirmed,7,2026-04-30 11:56:54.048461
f8e93bb7,0cbcd6c0,0.000166,0.000109,5.7e-05,2e-06,0.000112,True,confirmed,7,2026-04-30 11:56:54.052253
3dd18d6d,19620004,0.002461,0.002191,0.000271,-0.000195,0.000736,True,partial,7,2026-04-30 11:56:54.055861
2f967b2a,51f4fb31,3.4e-05,2e-05,1.4e-05,9e-06,2e-05,True,confirmed,7,2026-04-30 11:56:54.060331
630f50e9,e5eda4d9,0.01023,0.001046,0.009184,0.008057,0.010311,True,confirmed,7,2026-04-30 11:56:54.091368
be537954,c1708ed5,0.000279,0.000161,0.000118,3e-05,0.000206,True,confirmed,7,2026-04-30 11:56:54.098502
a5e727be,e3f4cf4e,0.007095,0.000666,0.006429,0.005653,0.007206,True,confirmed,7,2026-04-30 11:56:54.102870
a6154d13,e39779e1,7.5e-05,4.1e-05,3.4e-05,2.2e-05,4.5e-05,True,confirmed,7,2026-04-30 11:56:54.107404
eb050c62,e8f239c0,0.000152,0.000127,2.5e-05,-1.6e-05,6.5e-05,True,partial,7,2026-04-30 11:56:54.113254
6c62f993,8ef3ced5,0.00014,0.000107,3.3e-05,-1.6e-05,8.2e-05,True,partial,7,2026-04-30 11:56:54.115598
59ff657b,87ddcbe2,0.009568,0.000716,0.008852,0.007824,0.009882,True,confirmed,7,2026-04-30 11:56:54.118838
d0603875,9fad0ac0,8.7e-05,4.7e-05,3.9e-05,2.6e-05,5.3e-05,True,confirmed,7,2026-04-30 11:56:54.121462
20515d35,12c89f43,8.3e-05,6.9e-05,1.4e-05,-1.7e-05,4.4e-05,True,partial,7,2026-04-30 11:56:54.124852
ff3f6ccf,d8195878,3.4e-05,2e-05,1.4e-05,9e-06,2e-05,True,confirmed,7,2026-04-30 11:56:54.127850
d4d2a6a1,6c36792f,7.5e-05,4.1e-05,3.4e-05,2.2e-05,4.5e-05,True,confirmed,7,2026-04-30 11:56:54.144633
159fddad,35034ea4,3.018893,0.226934,2.791958,2.46745,3.117206,True,confirmed,7,2026-04-30 11:56:54.154724
87ac2df6,bb3c3902,0.050357,0.004203,0.046155,0.035654,0.056643,True,confirmed,7,2026-04-30 11:56:54.157023
1f8659d3,9e17a78e,0.007908,0.000742,0.007166,0.006301,0.008032,True,confirmed,7,2026-04-30 11:56:54.160054
d08f4d0a,be86d71a,0.587459,0.179908,0.40755,0.253996,0.561105,True,confirmed,7,2026-04-30 11:56:54.162796
