decision_id,recommendation_id,original_risk_level,final_risk_level,decision,reason,llm_reasoning,decided_at,decided_by,policy_version
1553d1f6,b3fdfc0d,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.141120,single_model,v1.0
d6b8c0aa,83ec5923,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.141213,single_model,v1.0
1c8679be,540864b1,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.141302,single_model,v1.0
0abc61e0,e6966fc5,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.141392,single_model,v1.0
a6d4008b,4353cc77,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.141485,single_model,v1.0
d233abe6,b33ae581,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.141572,single_model,v1.0
295c07c7,6209cfda,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.141676,single_model,v1.0
fe60ae61,b3142b41,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.141789,single_model,v1.0
f0a4e173,0bc064b5,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.141885,single_model,v1.0
3843b6e9,51438735,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.141976,single_model,v1.0
92dd12d7,ffe98cd7,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.142086,single_model,v1.0
8a495906,fd1dd6b6,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.142176,single_model,v1.0
3bece40e,9d43cf7c,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.142271,single_model,v1.0
995259f0,0eff152b,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.142370,single_model,v1.0
2bf63c5b,da4ebc35,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.142480,single_model,v1.0
5e482c24,eca30d8f,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.142716,single_model,v1.0
dfe59587,2ffaa7a7,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.142833,single_model,v1.0
8e68eaba,3b0276f3,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.142937,single_model,v1.0
6a87f944,d0fc2ac9,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.143691,single_model,v1.0
421778a8,c641e86e,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.143818,single_model,v1.0
b0e044cd,325de593,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.143923,single_model,v1.0
278260fe,115f7359,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.144017,single_model,v1.0
ced0f3b4,108c4a78,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.144131,single_model,v1.0
584b2040,774c2367,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.144338,single_model,v1.0
a662c172,2431bd36,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.144517,single_model,v1.0
d4c06564,12da65c4,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.144625,single_model,v1.0
295e876d,38dee6aa,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.144733,single_model,v1.0
ad80082f,77a2902a,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.144948,single_model,v1.0
3370a60e,ae9fb90c,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.145062,single_model,v1.0
57254880,202757a3,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.145183,single_model,v1.0
fc849c29,0d27ca4a,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.145296,single_model,v1.0
55204284,59dd4371,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.145387,single_model,v1.0
28aae2e9,b0b84874,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.145479,single_model,v1.0
d9284cc9,d08c1021,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.147709,single_model,v1.0
970c8994,0e5de05d,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.147795,single_model,v1.0
0841c45f,0a1bf086,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.147861,single_model,v1.0
a979edb2,243fa02f,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.147923,single_model,v1.0
dc648229,0485404a,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.147983,single_model,v1.0
21c2f863,cf87c234,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148046,single_model,v1.0
d3d0c8f1,144d97e0,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148108,single_model,v1.0
d5145858,7d0617a2,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148169,single_model,v1.0
6f8005e9,9de38f3b,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148225,single_model,v1.0
05655f9d,9d98e91a,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148281,single_model,v1.0
6f062f42,664b97a2,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148339,single_model,v1.0
76e645d6,6857ac37,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148397,single_model,v1.0
80fdfc2f,465622c7,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148454,single_model,v1.0
476de431,f2429c0f,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148510,single_model,v1.0
6eaa1bd2,f419d217,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148567,single_model,v1.0
74f38eb6,51e0918b,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148622,single_model,v1.0
32c870a9,e5d98301,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148678,single_model,v1.0
6b8f1995,fd95ac1c,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148734,single_model,v1.0
0c093bd7,a4e6f45c,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148789,single_model,v1.0
01ab7fa7,c827aab3,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148846,single_model,v1.0
8eb6611e,2940948b,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148899,single_model,v1.0
faf729a3,80540ac0,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.148954,single_model,v1.0
2fd02b7d,16c75fd4,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.149586,single_model,v1.0
fb1db2a2,a98aac52,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.149655,single_model,v1.0
03765eca,0211d5bd,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.149715,single_model,v1.0
13f824e3,da950df7,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.149773,single_model,v1.0
04be7b0b,da85caf8,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.149844,single_model,v1.0
358720c8,5b1ec876,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.149901,single_model,v1.0
27bdb13d,2174f34f,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.149958,single_model,v1.0
91085941,9635224d,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150074,single_model,v1.0
706a23c5,737caab8,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150158,single_model,v1.0
0a18f092,be54f8d7,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150221,single_model,v1.0
4a8f244b,cbcb2782,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150282,single_model,v1.0
b03b0136,f8585288,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150339,single_model,v1.0
bc07bc56,f55546a2,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150399,single_model,v1.0
937304b5,f57c520f,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150457,single_model,v1.0
cc0099e9,b8e62cf9,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150511,single_model,v1.0
6610b2a5,01e7d709,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150567,single_model,v1.0
680ef8f0,6180ef13,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150626,single_model,v1.0
24d3adfa,27605dae,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150684,single_model,v1.0
4d2a83b8,c14a3d1b,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150741,single_model,v1.0
d7964b9b,a18e9010,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150797,single_model,v1.0
2b5ae9f2,e53f3286,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150852,single_model,v1.0
ea4bb375,1bfc7227,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150908,single_model,v1.0
f26579e5,62088181,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.150964,single_model,v1.0
84b06d20,38934c6b,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.151936,single_model,v1.0
2e0dd564,848f83b4,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.152110,single_model,v1.0
752709a6,90d9fd3f,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.152361,single_model,v1.0
49a76042,52e632f4,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.152477,single_model,v1.0
672ec6e7,06c7bdb2,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.152601,single_model,v1.0
214ac689,0fd162ed,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.154166,single_model,v1.0
74c550a5,e7226ac7,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.154315,single_model,v1.0
863e0bd9,a5bfa055,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.154416,single_model,v1.0
8b7df575,b6c21642,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.154517,single_model,v1.0
49d5ad29,eb69232b,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.154619,single_model,v1.0
ba4d5327,a9e19a44,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.154718,single_model,v1.0
0746f044,4a725e59,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.154813,single_model,v1.0
5b701639,73e3cd50,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.154914,single_model,v1.0
0c1e9c76,e5a0cb57,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.155013,single_model,v1.0
e67c6982,1b25b7a3,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.155131,single_model,v1.0
249b798a,133efba1,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.156842,single_model,v1.0
b81d5e71,0cbcd6c0,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.156969,single_model,v1.0
05e406e8,19620004,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.157093,single_model,v1.0
78fbb731,51f4fb31,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.157202,single_model,v1.0
b9f25c46,e5eda4d9,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.157305,single_model,v1.0
371ddd3d,c1708ed5,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.157399,single_model,v1.0
62c15494,e3f4cf4e,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.157501,single_model,v1.0
46968cb0,e39779e1,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.157828,single_model,v1.0
9441b04e,e8f239c0,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.157945,single_model,v1.0
99646532,8ef3ced5,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.158073,single_model,v1.0
44c20e55,87ddcbe2,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.158265,single_model,v1.0
1b1484ef,9fad0ac0,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.158479,single_model,v1.0
f3435336,12c89f43,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.158590,single_model,v1.0
ebd6ba5d,d8195878,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.158654,single_model,v1.0
eba6e23d,6c36792f,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.158714,single_model,v1.0
8a2db6d5,35034ea4,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.158826,single_model,v1.0
6661dcf6,bb3c3902,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.159369,single_model,v1.0
54e265d2,9e17a78e,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.159503,single_model,v1.0
0ff5e431,be86d71a,low,low,approved,Auto-classified by deterministic fallback (LLM output unparseable).,Auto-classified by deterministic fallback (LLM output unparseable).,2026-04-30 11:56:51.159610,single_model,v1.0
